prop_handle,enum_value,term_value,description,model_handle,version_string,node_handle
attribution_to_research,Unrelated,Unrelated,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by the clinical trial/research environment in general, or is unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_research,Unlikely,Unlikely,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by the clinical trial/research environment in general, or is unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_research,Possible,Possible,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by the clinical trial/research environment in general, or is unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_research,Probable,Probable,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by the clinical trial/research environment in general, or is unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_research,Definite,Definite,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by the clinical trial/research environment in general, or is unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_research,Undefined,Undefined,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by the clinical trial/research environment in general, or is unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_ind,Unrelated,Unrelated,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by any investigational new drugs being administered as part of the clinical trial, or is unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_ind,Unlikely,Unlikely,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by any investigational new drugs being administered as part of the clinical trial, or is unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_ind,Possible,Possible,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by any investigational new drugs being administered as part of the clinical trial, or is unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_ind,Probable,Probable,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by any investigational new drugs being administered as part of the clinical trial, or is unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_ind,Definite,Definite,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by any investigational new drugs being administered as part of the clinical trial, or is unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_ind,Not Applicable,Not Applicable,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by any investigational new drugs being administered as part of the clinical trial, or is unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_disease,Unrelated,Unrelated,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by the disease for which the patient/subject is being treated, or is unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_disease,Unlikely,Unlikely,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by the disease for which the patient/subject is being treated, or is unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_disease,Possible,Possible,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by the disease for which the patient/subject is being treated, or is unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_disease,Probable,Probable,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by the disease for which the patient/subject is being treated, or is unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_disease,Definite,Definite,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by the disease for which the patient/subject is being treated, or is unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_disease,Undefined,Undefined,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by the disease for which the patient/subject is being treated, or is unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_commercial,Unrelated,Unrelated,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by a commercially-available, FDA-approved therapeutic agent, used within the confines of the clinical trial either for its FDA-approved indication or in an off-label manner, but not as the investigational new drug or part of the investigational new therapy, versus the adverse event in question being unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_commercial,Unlikely,Unlikely,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by a commercially-available, FDA-approved therapeutic agent, used within the confines of the clinical trial either for its FDA-approved indication or in an off-label manner, but not as the investigational new drug or part of the investigational new therapy, versus the adverse event in question being unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_commercial,Possible,Possible,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by a commercially-available, FDA-approved therapeutic agent, used within the confines of the clinical trial either for its FDA-approved indication or in an off-label manner, but not as the investigational new drug or part of the investigational new therapy, versus the adverse event in question being unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_commercial,Probable,Probable,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by a commercially-available, FDA-approved therapeutic agent, used within the confines of the clinical trial either for its FDA-approved indication or in an off-label manner, but not as the investigational new drug or part of the investigational new therapy, versus the adverse event in question being unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_commercial,Definite,Definite,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by a commercially-available, FDA-approved therapeutic agent, used within the confines of the clinical trial either for its FDA-approved indication or in an off-label manner, but not as the investigational new drug or part of the investigational new therapy, versus the adverse event in question being unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_commercial,Not Applicable,Not Applicable,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by a commercially-available, FDA-approved therapeutic agent, used within the confines of the clinical trial either for its FDA-approved indication or in an off-label manner, but not as the investigational new drug or part of the investigational new therapy, versus the adverse event in question being unrelated to it.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_other,Unrelated,Unrelated,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by some other factor(s), as described by the other_attribution_description property, or is unrelated to such other factors.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_other,Unlikely,Unlikely,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by some other factor(s), as described by the other_attribution_description property, or is unrelated to such other factors.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_other,Possible,Possible,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by some other factor(s), as described by the other_attribution_description property, or is unrelated to such other factors.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_other,Probable,Probable,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by some other factor(s), as described by the other_attribution_description property, or is unrelated to such other factors.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_other,Definite,Definite,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by some other factor(s), as described by the other_attribution_description property, or is unrelated to such other factors.",ICDC,2.0.0-7412a28,adverse_event
attribution_to_other,Undefined,Undefined,"A qualitative indication as to whether any given adverse event is likely, possibly, probably or definitely caused by some other factor(s), as described by the other_attribution_description property, or is unrelated to such other factors.",ICDC,2.0.0-7412a28,adverse_event
dose_limiting_toxicity,Yes,Yes,An indication as to whether any given adverse event observed during the clinical trial is indicative of the dose of the therapeutic agent under test being limiting in terms of its toxicity.,ICDC,2.0.0-7412a28,adverse_event
dose_limiting_toxicity,No,No,An indication as to whether any given adverse event observed during the clinical trial is indicative of the dose of the therapeutic agent under test being limiting in terms of its toxicity.,ICDC,2.0.0-7412a28,adverse_event
dose_limiting_toxicity,Not Applicable,Not Applicable,An indication as to whether any given adverse event observed during the clinical trial is indicative of the dose of the therapeutic agent under test being limiting in terms of its toxicity.,ICDC,2.0.0-7412a28,adverse_event
unexpected_adverse_event,Yes,Yes,An indication as to whether any given adverse event observed during the clinical trial is completely unanticipated and therefore considered novel.,ICDC,2.0.0-7412a28,adverse_event
unexpected_adverse_event,No,No,An indication as to whether any given adverse event observed during the clinical trial is completely unanticipated and therefore considered novel.,ICDC,2.0.0-7412a28,adverse_event
unexpected_adverse_event,Undefined,Undefined,An indication as to whether any given adverse event observed during the clinical trial is completely unanticipated and therefore considered novel.,ICDC,2.0.0-7412a28,adverse_event
breed,Affenpinscher,Affenpinscher,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Afghan Hound,Afghan Hound,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Airedale Terrier,Airedale Terrier,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Akita,Akita,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Alaskan Klee Kai,Alaskan Klee Kai,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Alaskan Malamute,Alaskan Malamute,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,American Bulldog,American Bulldog,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,American English Coonhound,American English Coonhound,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,American Eskimo Dog,American Eskimo Dog,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,American Foxhound,American Foxhound,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,American Hairless Terrier,American Hairless Terrier,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,American Leopard Hound,American Leopard Hound,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,American Staffordshire Terrier,American Staffordshire Terrier,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,American Water Spaniel,American Water Spaniel,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Anatolian Shepherd Dog,Anatolian Shepherd Dog,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Appenzeller Sennenhunde,Appenzeller Sennenhunde,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Australian Cattle Dog,Australian Cattle Dog,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Australian Kelpie,Australian Kelpie,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Australian Shepherd,Australian Shepherd,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Australian Stumpy Tail Cattle Dog,Australian Stumpy Tail Cattle Dog,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Australian Terrier,Australian Terrier,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Azawakh,Azawakh,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Barbado da Terceira,Barbado da Terceira,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Barbet,Barbet,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Basenji,Basenji,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Basset Fauve de Bretagne,Basset Fauve de Bretagne,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Basset Hound,Basset Hound,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Bavarian Mountain Scent Hound,Bavarian Mountain Scent Hound,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Beagle,Beagle,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Bearded Collie,Bearded Collie,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Beauceron,Beauceron,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Bedlington Terrier,Bedlington Terrier,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Belgian Laekenois,Belgian Laekenois,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Belgian Malinois,Belgian Malinois,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Belgian Sheepdog,Belgian Sheepdog,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Belgian Tervuren,Belgian Tervuren,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Bergamasco Sheepdog,Bergamasco Sheepdog,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Berger Picard,Berger Picard,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Bernese Mountain Dog,Bernese Mountain Dog,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Bichon Frise,Bichon Frise,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Biewer Terrier,Biewer Terrier,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Black Russian Terrier,Black Russian Terrier,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Black and Tan Coonhound,Black and Tan Coonhound,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Bloodhound,Bloodhound,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Bluetick Coonhound,Bluetick Coonhound,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Boerboel,Boerboel,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Bohemian Shepherd,Bohemian Shepherd,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Bolognese,Bolognese,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Border Collie,Border Collie,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Border Terrier,Border Terrier,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Borzoi,Borzoi,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Boston Terrier,Boston Terrier,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Bouvier des Flandres,Bouvier des Flandres,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Boxer,Boxer,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Boykin Spaniel,Boykin Spaniel,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Bracco Italiano,Bracco Italiano,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Braque Francais Pyrenean,Braque Francais Pyrenean,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Braque du Bourbonnais,Braque du Bourbonnais,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Briard,Briard,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Brittany,Brittany,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Broholmer,Broholmer,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Brussels Griffon,Brussels Griffon,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Bull Terrier,Bull Terrier,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Bulldog,Bulldog,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Bullmastiff,Bullmastiff,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Cairn Terrier,Cairn Terrier,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Canaan Dog,Canaan Dog,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Cane Corso,Cane Corso,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Cardigan Welsh Corgi,Cardigan Welsh Corgi,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Carolina Dog,Carolina Dog,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Catahoula Hound,Catahoula Hound,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Catahoula Leopard Dog,Catahoula Leopard Dog,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Caucasian Shepherd Dog,Caucasian Shepherd Dog,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Cavalier King Charles Spaniel,Cavalier King Charles Spaniel,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Central Asian Shepherd Dog,Central Asian Shepherd Dog,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Cesky Terrier,Cesky Terrier,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Chesapeake Bay Retriever,Chesapeake Bay Retriever,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Chihuahua,Chihuahua,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Chinese Crested,Chinese Crested,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Chinese Shar-Pei,Chinese Shar-Pei,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Chinook,Chinook,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Chow Chow,Chow Chow,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Cirneco dell'Etna,Cirneco dell'Etna,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Clumber Spaniel,Clumber Spaniel,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Cocker Spaniel,Cocker Spaniel,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Collie,Collie,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Coton de Tulear,Coton de Tulear,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Croatian Sheepdog,Croatian Sheepdog,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Curly-Coated Retriever,Curly-Coated Retriever,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Czechoslovakian Vlcak,Czechoslovakian Vlcak,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
breed,Dachshund,Dachshund,"The specific breed of the canine patient/subject/donor, per the list of breeds officially recognized by the American Kennel Club.",ICDC,2.0.0-7412a28,demographic
